Symbol,Date,Open,High,Low,Close,Volume
NAHL.IDX,22-May-2020,21,21,21,21,30900
NAHM.IDX,22-May-2020,9,9,9,9,13500
NAHN.IDX,22-May-2020,45,45,45,45,105300
NAHO.IDX,22-May-2020,30,30,30,30,97900
NAHP.IDX,22-May-2020,9,9,9,9,46100
NAHU.IDX,22-May-2020,32,32,32,32,174200
NALA.IDX,22-May-2020,0.01,0.01,0.01,0.01,59600
NALB.IDX,22-May-2020,0.01,0.01,0.01,0.01,39400
NALC.IDX,22-May-2020,0.01,0.01,0.01,0.01,10300
NALD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
NALE.IDX,22-May-2020,0.01,0.01,0.01,0.01,6400
NALF.IDX,22-May-2020,0.01,0.01,0.01,0.01,2000
NALG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
NALH.IDX,22-May-2020,0.01,0.01,0.01,0.01,22700
NALI.IDX,22-May-2020,0.01,0.01,0.01,0.01,6000
NALJ.IDX,22-May-2020,1,1,1,1,20300
NALK.IDX,22-May-2020,4,4,4,4,60900
NALL.IDX,22-May-2020,1,1,1,1,30900
NALM.IDX,22-May-2020,0.01,0.01,0.01,0.01,13500
NALN.IDX,22-May-2020,5,5,5,5,105300
NALO.IDX,22-May-2020,2,2,2,2,97900
NALP.IDX,22-May-2020,0.01,0.01,0.01,0.01,46100
NALU.IDX,22-May-2020,19,19,19,19,174200
NAST.IDX,22-May-2020,4235.05,4265.18,4204.62,4259.48,0
NBI.IDX,22-May-2020,4154.61,4191.51,4133.57,4190.01,0
NCFD.IDX,22-May-2020,56.04,63.04,46.59,63.04,0
NCFI.IDX,22-May-2020,83.24,83.45,80.91,83.04,0
NCOF.IDX,22-May-2020,43.24,44.16,42.33,43.85,0
NCOH.IDX,22-May-2020,38.57,40.6,38.57,40.6,0
NCTH.IDX,22-May-2020,38.78,39.79,38.57,39.79,0
NCTW.IDX,22-May-2020,69.13,71.37,64.36,71.37,0
NDFD.IDX,22-May-2020,35.92,50.48,35.92,48.54,0
NDFI.IDX,22-May-2020,90.29,92.23,90.29,91.26,0
NDOF.IDX,22-May-2020,59.22,63.1,59.22,62.13,0
NDOH.IDX,22-May-2020,55.33,59.22,55.33,58.25,0
NDTH.IDX,22-May-2020,55.33,58.25,55.33,57.28,0
NDTW.IDX,22-May-2020,76.69,80.58,74.75,80.58,0
NDXT.IDX,22-May-2020,5420.59,5456.99,5375.14,5453.3,0
NDXX.IDX,22-May-2020,3443.77,3469.7,3434.98,3468.31,0
NDY.IDX,22-May-2020,9363.68,9421.93,9325.07,9413.99,0
NQGM.IDX,22-May-2020,2691.25,2707.09,2671.94,2707.09,0
NQGS.IDX,22-May-2020,4389.49,4413.15,4371.17,4411.14,0
NSHD.IDX,22-May-2020,5,1914,5,1276,0
NSHF.IDX,22-May-2020,4,639,-1099,372,0
NSHR.IDX,22-May-2020,1.8,1.87,0.42,1.29,0
NSHU.IDX,22-May-2020,9,1666,9,1648,0
NVLD.IDX,22-May-2020,0.16,1787.01,0.16,1787.01,0
NVLF.IDX,22-May-2020,0.8,11.12,-875.92,-248.64,0
NVLR.IDX,22-May-2020,5.95,7.87,0.19,0.86,0
NVLU.IDX,22-May-2020,0.96,1538.42,0.96,1538.37,0
NXTQ.IDX,22-May-2020,557.7,561.41,553.83,561.3,0
NYA.IDX,22-May-2020,11325.08,11333.65,11247.29,11331.97,0
NYDA.IDX,22-May-2020,8,8,8,8,59600
NYDB.IDX,22-May-2020,6,6,6,6,39400
NYDC.IDX,22-May-2020,6,6,6,6,10300
NYDD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
NYDE.IDX,22-May-2020,0.01,0.01,0.01,0.01,6400
NYDF.IDX,22-May-2020,0.01,0.01,0.01,0.01,2000
NYDG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
NYDH.IDX,22-May-2020,6,6,6,6,22700
